
   200.000    210.000    220.000    230.000    240.000    250.000    260.000    270.000    280.000    290.000    300.000    310.000    320.000    330.000    340.000    350.000    360.000    370.000    380.000    390.000    400.000    410.000    420.000    430.000    440.000    450.000    460.000    470.000    480.000    490.000    500.000 
   200.216    148.920    116.698     94.633     76.435     65.932     56.461     49.563     44.050     41.346     37.122     33.519     30.088     26.892     25.694     23.694     20.389     18.756     17.875     15.670     14.524     13.180     12.310     10.517     10.365      9.490      8.644      8.120      7.540      6.833      6.249 
   265.174    201.200    158.042    126.136    105.070     85.962     75.120     67.484     59.867     54.058     47.906     44.684     40.706     35.955     34.275     31.245     27.842     25.078     23.293     21.042     19.060     17.485     15.908     14.689     13.675     12.601     11.538     10.772     10.047      9.047      8.616 
   386.543    286.686    219.105    177.462    145.535    120.210    106.356     95.760     84.213     76.020     67.395     62.134     56.274     51.080     47.684     44.477     39.941     35.964     32.927     29.405     26.396     24.426     23.011     20.838     18.987     17.408     16.073     15.245     14.235     13.004     11.894 
   549.545    409.878    313.182    255.423    207.050    171.837    153.779    135.443    118.975    106.993     97.384     89.937     80.869     73.621     66.502     63.494     56.387     50.773     45.704     41.496     38.451     35.197     32.522     30.128     26.862     25.327     23.059     21.684     20.537     18.401     17.528 
   735.379    559.221    447.150    352.997    283.364    237.722    208.195    182.860    162.652    148.717    136.049    124.135    112.402    102.670     89.852     87.563     78.678     66.834     62.472     57.437     53.527     46.880     45.338     41.313     36.536     34.489     32.075     30.450     28.484     25.444     24.329 
   383.208    273.121    214.361    199.887    184.122    132.208     88.447     72.021     72.857     79.122     86.152     88.670     86.563     81.829     79.833     81.539     81.960     83.082     79.858     72.809     62.338     47.722     33.788     23.468     16.848     13.287     12.332     12.152     12.543     13.822     14.050 
1
